path,changed,issues,max_line_before,max_line_after,chars_before,chars_after
src/content/blog/OEL-122/la-cura-invisibile-per-il-riconoscimento-dei-caregiver.md,no,monoblock_long_line,2147,2147,5682,5682
src/content/blog/OEL-122/legoismo-e-finito-recensione.md,no,,365,365,1311,1311
src/content/blog/OEL-122/nella-diagnosi-siamo-prudenti.md,no,monoblock_long_line,591,591,3928,3928
src/content/blog/OEL-122/ora-basta.md,no,monoblock_long_line,527,527,4449,4449
src/content/blog/OEL-122/tra-paura-e-desiderio-di-sapere.md,no,monoblock_long_line,581,581,2464,2464
src/content/blog/OEL-122/tu-sei-amato-da-dio-cosi-come-sei.md,no,monoblock_long_line,870,870,8079,8079
src/content/blog/OEL-122/una-notte-ho-sognato-che-parlavi-recensione.md,no,,415,415,1041,1041
src/content/blog/OEL-122/viola-e-mimosa-a-manila.md,no,monoblock_long_line,808,808,2727,2727
src/content/blog/OEL-123/7-idee-sulla-sindrome-di-down.md,no,monoblock_long_line,1178,1178,5839,5839
src/content/blog/OEL-123/che-fanfara.md,no,monoblock_long_line,2576,2576,2646,2646
src/content/blog/OEL-123/cosa-fare-delle-nostre-ferite-recensione.md,no,monoblock_long_line,1270,1270,1287,1287
src/content/blog/OEL-123/creatures-disconforts.md,no,monoblock_long_line,1783,1783,2407,2407
src/content/blog/OEL-123/dialogo-aperto-n123.md,no,monoblock_long_line,1833,1833,5964,5964
src/content/blog/OEL-123/dossier-scuola-e-disabilita.md,no,monoblock_long_line,503,503,2044,2044
src/content/blog/OEL-123/fede-e-luce-tutti-a-leeds.md,yes,monoblock_long_line,869,869,7379,7377
src/content/blog/OEL-123/ieri-oggi-domani.md,yes,monoblock_long_line,1096,1096,3854,3851
src/content/blog/OEL-123/il-dilemma-della-valutazione.md,no,monoblock_long_line,846,846,6939,6939
src/content/blog/OEL-123/la-mia-disavventura.md,no,monoblock_long_line,1380,1380,6240,6240
src/content/blog/OEL-123/la-mia-vita-a-santa-palomba-1.md,no,monoblock_long_line,1405,1405,5755,5755
src/content/blog/OEL-123/mia-madre.md,no,monoblock_long_line,1733,1733,4392,4392
src/content/blog/OEL-123/persone-prima-che-disabili-una-riflessione-sullhandicap-tra-giustizia-ed-etica-recensione.md,no,monoblock_long_line,1043,1043,1073,1073
src/content/blog/OEL-123/si-ricomincia.md,no,,413,413,3248,3248
src/content/blog/OEL-123/un-coro-aperto-a-tutti.md,no,monoblock_long_line,3488,3488,4887,4887
src/content/blog/OEL-123/un-dio-inutile-recensione.md,no,monoblock_long_line,887,887,906,906
src/content/blog/OEL-124/alto-come-un-vaso-di-gerani-recensione.md,no,monoblock_long_line,692,692,716,716
src/content/blog/OEL-124/anffas-ogni-persona-con-disabilita-e-nostro-figlio.md,no,monoblock_long_line,970,970,5788,5788
src/content/blog/OEL-124/articolo-senza-titolo.md,no,,470,470,1735,1735
src/content/blog/OEL-124/c-poctbom.md,no,monoblock_long_line,735,735,2242,2242
src/content/blog/OEL-124/dialogo-aperto-n124.md,yes,monoblock_long_line,1674,1674,3280,3278
src/content/blog/OEL-124/eccomi-lesempio-di-maria.md,no,monoblock_long_line,1091,1091,8122,8122
src/content/blog/OEL-124/feliz-natal.md,no,,434,434,2247,2247
src/content/blog/OEL-124/io-sono-nato-cos-come-imparare-a-guardare-oltre-la-differenza-recensione.md,no,monoblock_long_line,548,548,1547,1547
src/content/blog/OEL-124/joyeux-nel.md,no,,481,481,1111,1111
src/content/blog/OEL-124/joyeux-nol.md,yes,,362,362,2331,2332
src/content/blog/OEL-124/lamicizia-incarnata.md,no,monoblock_long_line,608,608,2617,2617
src/content/blog/OEL-124/le-mimose-di-yolanda.md,no,monoblock_long_line,2879,2879,2907,2907
src/content/blog/OEL-124/merry-christmas.md,no,,476,476,2690,2690
src/content/blog/OEL-124/parole-in-liberta-diario-semiserio-della-madre-di-un-disabile-recensione.md,no,,448,448,915,915
src/content/blog/OEL-124/respiro-dopo-respiro-lo-yoga-per-bambini-e-adolescenti-con-bisogni-speciali.md,no,monoblock_long_line,854,854,4987,4987
src/content/blog/OEL-124/sempre-di-nuovo-ci-commuove.md,no,monoblock_long_line,520,520,3156,3156
src/content/blog/OEL-124/speciale-natale-nel-mondo.md,no,monoblock_long_line,663,663,2228,2228
src/content/blog/OEL-124/sretan-boi.md,no,monoblock_long_line,556,556,2334,2334
src/content/blog/OEL-124/tutti-prescelti-lo-yoga-per-le-persone-disabili.md,yes,monoblock_long_line,1276,1275,8903,8904
src/content/blog/OEL-124/un-castello-di-sabbia-storia-della-mia-vita-e-della-mia-schizofrenia-recensione.md,no,monoblock_long_line,1566,1566,1596,1596
src/content/blog/OEL-124/una-storia-sacra.md,no,monoblock_long_line,2407,2407,10555,10555
src/content/blog/OEL-124/wonder-recensione.md,no,monoblock_long_line,1575,1575,1608,1608
src/content/blog/OEL-125/agli-antipodi-dellindividualismo.md,yes,monoblock_long_line,2454,2454,5238,5238
src/content/blog/OEL-125/al-lavoro.md,no,monoblock_long_line,883,883,3955,3955
src/content/blog/OEL-125/artiste-nellorto.md,no,monoblock_long_line,2831,2831,5944,5944
src/content/blog/OEL-125/chi-resta-deve-capire-recensione.md,no,monoblock_long_line,1625,1625,1658,1658
src/content/blog/OEL-125/chopin-diversamente-impresa.md,yes,monoblock_long_line,1110,1082,6547,6546
src/content/blog/OEL-125/dalle-province-n125.md,no,monoblock_long_line,1264,1264,3820,3820
src/content/blog/OEL-125/dialogo-aperto-n125.md,yes,monoblock_long_line,2471,2471,7993,7987
src/content/blog/OEL-125/fede-e-luce-in-terra-santa.md,yes,monoblock_long_line,4357,4357,6769,6759
src/content/blog/OEL-125/germogli-diversi-arte-floreale-e-disabilita-la-bellezza-di-un-percorso-possibile.md,no,monoblock_long_line,1143,1143,8116,8116
src/content/blog/OEL-125/hotel-6-stelle.md,no,monoblock_long_line,1385,1385,1425,1425
src/content/blog/OEL-125/la-caduta-i-ricordi-di-un-padre-in-424-passi-recensione.md,no,monoblock_long_line,723,723,1400,1400
src/content/blog/OEL-125/lemozione-non-ha-voce.md,no,monoblock_long_line,1326,1326,4426,4426
src/content/blog/OEL-125/mamma-ti-posso-parlare-recensione.md,no,monoblock_long_line,1326,1326,2345,2345
src/content/blog/OEL-125/rico-oscar-e-il-ladro-ombra-recensione.md,no,monoblock_long_line,676,676,706,706
src/content/blog/OEL-125/un-gioco-da-fare-quando-fuori-piove.md,yes,monoblock_long_line,620,466,2246,2244
src/content/blog/OEL-125/viola-e-valeria.md,no,monoblock_long_line,2528,2528,2557,2557
src/content/blog/OEL-126/argento-vivo.md,no,monoblock_long_line,3968,3968,3995,3995
src/content/blog/OEL-126/attivita-riabilitative-fiori-colori-e-profumi.md,yes,monoblock_long_line,838,838,3204,3194
src/content/blog/OEL-126/borderline-recensione.md,no,monoblock_long_line,1304,1304,1329,1329
src/content/blog/OEL-126/cristiani-del-sagrato.md,no,monoblock_long_line,1784,1784,1847,1847
src/content/blog/OEL-126/dialogo-aperto-n126.md,yes,monoblock_long_line,3139,3139,7033,7031
src/content/blog/OEL-126/fede-e-luce-si-ci-siamo-anche-noi.md,no,monoblock_long_line,771,771,9180,9180
src/content/blog/OEL-126/grazie-mariangela.md,no,monoblock_long_line,2296,2296,2324,2324
src/content/blog/OEL-126/il-motivo-per-cui-salto-recensione.md,no,monoblock_long_line,1352,1352,1376,1376
src/content/blog/OEL-126/il-respiro-leggero-dellalba-recensione.md,no,monoblock_long_line,1589,1589,1612,1612
src/content/blog/OEL-126/la-mia-lampada-frontale.md,no,monoblock_long_line,1365,1365,2309,2309
src/content/blog/OEL-126/lettera-di-jean-n126.md,no,monoblock_long_line,4499,4499,4502,4502
src/content/blog/OEL-126/portatrice-di-un-messaggio.md,no,monoblock_long_line,5403,5403,5507,5507
src/content/blog/OEL-126/sono-graditi-visi-sorridenti-recensione.md,no,monoblock_long_line,1570,1570,1573,1573
src/content/blog/OEL-126/sulla-sua-strada.md,no,monoblock_long_line,4939,4939,4975,4975
src/content/blog/OEL-126/un-capo-atipico-per-larca.md,no,monoblock_long_line,2588,2588,4218,4218
src/content/blog/OEL-126/viola-e-il-messico.md,no,monoblock_long_line,2596,2596,2625,2625
src/content/blog/OEL-126/volevo-che-qualcuno-rispondesse-alle-mie-domande.md,no,monoblock_long_line,2454,2454,2555,2555
src/content/blog/OEL-127/custodi-della-speranza.md,no,monoblock_long_line,3057,3057,3087,3087
src/content/blog/OEL-127/di-padre-in-figlio-conversazioni-sul-rischio-di-educare-recensione.md,no,monoblock_long_line,968,968,998,998
src/content/blog/OEL-127/dialogo-aperto-n127.md,yes,monoblock_long_line,1547,1547,2537,2535
src/content/blog/OEL-127/essere-padre-di-un-figlio-disabile.md,no,monoblock_long_line,3521,3521,3550,3550
src/content/blog/OEL-127/il-lato-b-di-essere-papa-di-un-figlio-disabile.md,no,monoblock_long_line,917,917,6499,6499
src/content/blog/OEL-127/la-carrozzina-sulle-macerie.md,no,monoblock_long_line,2210,2210,2238,2238
src/content/blog/OEL-127/la-nostra-vita-insieme-recensione.md,no,monoblock_long_line,741,741,762,762
src/content/blog/OEL-127/la-sedia-a-rotelle-e-i-chicchi-duva.md,no,monoblock_long_line,502,502,2316,2316
src/content/blog/OEL-127/mio-figlio-luciano.md,no,monoblock_long_line,1815,1815,1834,1834
src/content/blog/OEL-127/non-si-puo-ridere-che-dellhandicap.md,no,monoblock_long_line,524,524,1953,1953
src/content/blog/OEL-127/ridere-a-partire-dal-corpo.md,no,monoblock_long_line,3267,3267,3315,3315
src/content/blog/OEL-127/ridere-e-una-cosa-seria.md,no,monoblock_long_line,573,573,2920,2920
src/content/blog/OEL-127/umorismo-e-handicap-un-terreno-minato.md,no,monoblock_long_line,1126,1126,4173,4173
src/content/blog/OEL-127/un-dado-vegetale-da-sogno-e-fatto-in-casa.md,yes,monoblock_long_line,544,544,4029,4027
src/content/blog/OEL-127/un-gettone-di-liberta-recensione.md,no,monoblock_long_line,660,660,683,683
src/content/blog/OEL-127/un-panorama-da-riscoprire.md,yes,monoblock_long_line,3461,3461,9983,9984
src/content/blog/OEL-127/unestate-di-campi-fede-e-luce.md,yes,monoblock_long_line,1147,1147,4169,4165
src/content/blog/OEL-128/allora-hai-deciso.md,no,monoblock_long_line,1642,1642,1673,1673
src/content/blog/OEL-128/chi-ha-seminato-nelle-lacrime-miete-nella-gioia.md,no,monoblock_long_line,522,522,1744,1744
src/content/blog/OEL-128/ci-provero.md,no,monoblock_long_line,706,706,3220,3220
src/content/blog/OEL-128/come-e-nato-ombre-e-luci.md,no,,426,426,1354,1354
src/content/blog/OEL-128/con-orgoglio-e-tenerezza.md,no,monoblock_long_line,721,721,6173,6173
src/content/blog/OEL-128/da-un-altro-punto-di-vista.md,no,monoblock_long_line,2324,2324,2352,2352
src/content/blog/OEL-128/effetto-alfedena.md,no,monoblock_long_line,5182,5182,5214,5214
src/content/blog/OEL-128/il-calore-dellamicizia.md,no,monoblock_long_line,1411,1411,1436,1436
src/content/blog/OEL-128/il-carro-una-casa-famiglia-per-tutti.md,no,monoblock_long_line,907,907,3496,3496
src/content/blog/OEL-128/il-mio-primo-caffe-con-mariangela.md,no,,462,462,1156,1156
src/content/blog/OEL-128/il-mosaico-tanti-sassolini-colorati.md,no,monoblock_long_line,2439,2439,2473,2473
src/content/blog/OEL-128/il-regalo-piu-bello.md,no,monoblock_long_line,522,522,2520,2520
src/content/blog/OEL-128/il-sorriso-dei-tuoi-occhi.md,no,monoblock_long_line,2966,2966,2999,2999
src/content/blog/OEL-128/insegnante-di-lettere-canale-della-vita.md,no,monoblock_long_line,5593,5593,11262,11262
src/content/blog/OEL-128/lamicizia-un-dono-unico-ed-eterno.md,no,monoblock_long_line,4581,4581,4608,4608
src/content/blog/OEL-128/lourdes-miracolo-di-un-incontro.md,no,monoblock_long_line,1066,1066,4946,4946
src/content/blog/OEL-128/mamme-coraggiose.md,no,monoblock_long_line,1631,1631,1657,1657
src/content/blog/OEL-128/mariangela-linizio-a-santa-silvia.md,no,monoblock_long_line,924,924,5456,5456
src/content/blog/OEL-128/molto-lavoro-da-fare.md,no,monoblock_long_line,3721,3721,3747,3747
src/content/blog/OEL-128/momenti-misteriosi.md,yes,monoblock_long_line,512,512,10576,10577
src/content/blog/OEL-128/partecipe-dei-miracoli.md,yes,monoblock_long_line,4337,4337,6132,6132
src/content/blog/OEL-128/perche-ho-avuto-fiducia.md,yes,"heading_attached,monoblock_long_line",789,789,15161,15162
src/content/blog/OEL-128/posso-salutare-la-mamma.md,no,monoblock_long_line,1354,1354,1375,1375
src/content/blog/OEL-128/pregando-su-una-sedia-imponente-e-semplice.md,no,monoblock_long_line,658,658,3002,3002
src/content/blog/OEL-128/purche.md,no,monoblock_long_line,709,709,3334,3334
src/content/blog/OEL-128/quanta-forza.md,no,monoblock_long_line,1174,1174,1217,1217
src/content/blog/OEL-128/quel-gesto.md,no,monoblock_long_line,2697,2697,2734,2734
src/content/blog/OEL-128/relazioni-sincere.md,no,monoblock_long_line,874,874,10252,10252
src/content/blog/OEL-128/sicurezza-nel-cammino.md,no,monoblock_long_line,1091,1091,1117,1117
src/content/blog/OEL-128/small-talk-ma-extralarge.md,no,monoblock_long_line,3675,3675,3711,3711
src/content/blog/OEL-128/sollecitare-la-speranza.md,no,monoblock_long_line,4077,4077,4102,4102
src/content/blog/OEL-128/un-cuore-alla-volta.md,no,monoblock_long_line,734,734,3473,3473
src/content/blog/OEL-128/un-patrimonio-profuso-a-piene-mani.md,no,monoblock_long_line,1937,1937,1965,1965
src/content/blog/OEL-128/una-ragazza-speciale.md,no,monoblock_long_line,822,822,4980,4980
src/content/blog/OEL-128/vuoi-bene-a-gesu.md,no,monoblock_long_line,889,889,5173,5173
src/content/blog/OEL-129/alza-lo-sguardo.md,no,monoblock_long_line,546,546,3089,3089
src/content/blog/OEL-129/aprirsi-ad-altre-famiglie.md,no,monoblock_long_line,4437,4437,4495,4495
src/content/blog/OEL-129/barriere-invisibili-al-cuore.md,no,monoblock_long_line,2750,2750,2811,2811
src/content/blog/OEL-129/come-e-stato-possibile-tutto-questo.md,no,monoblock_long_line,901,901,4645,4645
src/content/blog/OEL-129/come-sei-cresciuto.md,no,monoblock_long_line,1461,1461,5949,5949
src/content/blog/OEL-129/con-loro-ci-sto-bene-1.md,no,monoblock_long_line,1223,1223,1261,1261
src/content/blog/OEL-129/cosa-e-fede-e-luce.md,yes,monoblock_long_line,1007,1007,12484,12472
src/content/blog/OEL-129/custodire-ogni-persona.md,yes,monoblock_long_line,2177,2177,7726,7698
src/content/blog/OEL-129/doni-preziosi.md,no,monoblock_long_line,642,642,2305,2305
src/content/blog/OEL-129/e-ci-si-sente-un-po-soli.md,no,monoblock_long_line,6153,6153,6189,6189
src/content/blog/OEL-129/fede-e-luce-diventare-piccolo-segno.md,no,monoblock_long_line,7674,7674,7745,7745
src/content/blog/OEL-129/fede-e-luce-essere-movimento.md,no,monoblock_long_line,2870,2870,2933,2933
src/content/blog/OEL-129/fragile.md,no,monoblock_long_line,1442,1442,1496,1496
src/content/blog/OEL-129/il-dono-dellunita.md,no,monoblock_long_line,760,760,4675,4675
src/content/blog/OEL-129/la-poverta-delle-beatitudini.md,no,monoblock_long_line,758,758,3859,3859
src/content/blog/OEL-129/la-scossa-della-vunerabilita.md,no,monoblock_long_line,859,859,4680,4680
src/content/blog/OEL-129/mai-pi-soli-tre-testimonianze-1.md,yes,monoblock_long_line,689,677,5630,5630
src/content/blog/OEL-129/mi-sar-fatto-unidea-1.md,no,monoblock_long_line,2750,2750,2811,2811
src/content/blog/OEL-129/occasioni-per-stare-al-passo.md,no,monoblock_long_line,700,700,1812,1812
src/content/blog/OEL-129/per-me-e-felicita.md,no,,361,361,2403,2403
src/content/blog/OEL-129/proprio-io.md,no,monoblock_long_line,4575,4575,4665,4665
src/content/blog/OEL-129/tra-lacquario-e-loceano.md,no,monoblock_long_line,3164,3164,3201,3201
src/content/blog/OEL-129/tutti-insieme.md,no,monoblock_long_line,3631,3631,3682,3682
src/content/blog/OEL-129/un-affidamento-speciale.md,no,monoblock_long_line,714,714,4212,4212
src/content/blog/OEL-129/un-tesoro-inestimabile.md,yes,monoblock_long_line,3317,3317,6962,6962
src/content/blog/OEL-129/una-profezia.md,no,monoblock_long_line,3917,3917,4000,4000
src/content/blog/OEL-129/voci-di-campo.md,no,monoblock_long_line,4455,4455,4509,4509
src/content/blog/OEL-13/dalla-disperazione-alla-speranza.md,yes,monoblock_long_line,2897,2897,6637,6611
src/content/blog/OEL-13/dialogo-aperto-n13.md,yes,monoblock_long_line,1137,1137,4257,4229
src/content/blog/OEL-13/disabilita-e-intervento-apprendimento-controllo-degli-sfinteri.md,yes,monoblock_long_line,846,846,1662,1634
src/content/blog/OEL-13/emiliana-e-lhandicap.md,yes,monoblock_long_line,2885,2885,4207,4179
src/content/blog/OEL-13/il-bambino-non-vedente-pluri-minorato.md,yes,monoblock_long_line,1430,1430,3219,3191
src/content/blog/OEL-13/il-mio-bambino.md,yes,monoblock_long_line,655,655,2083,2055
src/content/blog/OEL-13/il-verdetto-dei-medici.md,yes,monoblock_long_line,1672,1672,6228,6201
src/content/blog/OEL-13/le-persone-pluri-handicappate.md,yes,monoblock_long_line,750,419,3626,3598
src/content/blog/OEL-13/non-vede-non-sente-non-cammina-non-comunica.md,no,monoblock_long_line,823,823,3148,3148
src/content/blog/OEL-13/ora-sappiamo-che-tutto-ha-un-senso.md,yes,monoblock_long_line,2816,2816,9433,9407
src/content/blog/OEL-13/un-salsicciotto-tanta-acqua-e-un-po-di-coraggio.md,yes,monoblock_long_line,2318,2318,5274,5247
src/content/blog/OEL-13/vede-sente-e-parla-attraverso-le-mani.md,yes,monoblock_long_line,4293,4293,11901,11874
src/content/blog/OEL-130/alla-fine-qualcosa-ci-inventeremo-che-ne-sara-di-mio-figlio-autistico-quando-non-saro-piu-al-suo-fianco-recensione.md,no,,489,489,1443,1443
src/content/blog/OEL-130/dalle-provincia-n130.md,no,monoblock_long_line,1463,1463,4548,4548
src/content/blog/OEL-130/di-corsa-verso-francesco.md,no,monoblock_long_line,2904,2904,3290,3290
src/content/blog/OEL-130/dialogo-aperto-n130.md,yes,monoblock_long_line,1188,1188,3074,3072
src/content/blog/OEL-130/famiglia-per-chi-famiglia-per-cosa.md,no,monoblock_long_line,4298,4298,4323,4323
src/content/blog/OEL-130/i-mille-volti.md,yes,monoblock_long_line,1002,1002,4906,4905
src/content/blog/OEL-130/il-senso-della-festa.md,yes,monoblock_long_line,5155,5155,7006,7005
src/content/blog/OEL-130/la-lampada-dei-desideri.md,no,monoblock_long_line,916,916,4919,4919
src/content/blog/OEL-130/la-paura-di-amare-recensione.md,no,monoblock_long_line,818,818,849,849
src/content/blog/OEL-130/lo-zaino-di-emma-recensione.md,no,,364,364,1429,1429
src/content/blog/OEL-130/luoghi-della-relazione.md,no,monoblock_long_line,1441,1441,1472,1472
src/content/blog/OEL-130/pinocchio-teatro-integrato-ma-non-solo.md,no,monoblock_long_line,5454,5454,5504,5504
src/content/blog/OEL-130/piu-scavo-piu-trovo.md,no,monoblock_long_line,1120,1120,7772,7772
src/content/blog/OEL-130/scintille-di-amicizia.md,no,monoblock_long_line,606,606,3947,3947
src/content/blog/OEL-130/siblings-recensione.md,no,monoblock_long_line,1222,1222,1247,1247
src/content/blog/OEL-130/una-buona-scuola-damore.md,no,monoblock_long_line,2111,2111,9746,9746
src/content/blog/OEL-131/accompagnata-e-accudita.md,yes,monoblock_long_line,2203,2203,4289,4261
src/content/blog/OEL-131/bicocas-got-talent.md,yes,monoblock_long_line,860,860,4475,4446
src/content/blog/OEL-131/castelporziano-in-festa.md,no,monoblock_long_line,1912,1912,8255,8255
src/content/blog/OEL-131/che-bella-estate.md,yes,,446,446,4159,4130
src/content/blog/OEL-131/cinque-azioni.md,yes,monoblock_long_line,668,640,2257,2229
src/content/blog/OEL-131/come-nasce-un-pellegrinaggio-in-fede-e-luce.md,yes,monoblock_long_line,1171,1171,5209,5181
src/content/blog/OEL-131/con-tanta-voglia-di-fare.md,yes,monoblock_long_line,1611,1583,1694,1666
src/content/blog/OEL-131/ho-imparato-a-nuotare.md,no,monoblock_long_line,1912,1912,8220,8220
src/content/blog/OEL-131/i-miei-primi-quarantanni.md,yes,monoblock_long_line,1759,1759,4916,4887
src/content/blog/OEL-131/il-nostro-scoop.md,yes,monoblock_long_line,2083,2055,2166,2138
src/content/blog/OEL-131/in-un-attimo-decine-di-volti.md,yes,monoblock_long_line,730,730,2387,2358
src/content/blog/OEL-131/la-felicita-e-imperfetta.md,yes,monoblock_long_line,2845,2845,4351,4351
src/content/blog/OEL-131/la-forza-della-fragilita.md,no,monoblock_long_line,692,692,1824,1824
src/content/blog/OEL-131/non-ci-sono-parole.md,yes,monoblock_long_line,1127,1099,1470,1442
src/content/blog/OEL-131/nonostante-alcune-delusioni.md,yes,monoblock_long_line,833,833,3899,3870
src/content/blog/OEL-131/pronta-a-riviverlo.md,yes,,425,425,4047,4018
src/content/blog/OEL-131/scampoli-di-paradiso.md,no,monoblock_long_line,1668,1668,2915,2915
src/content/blog/OEL-131/tempi-nuovi-per-i-campi.md,yes,monoblock_long_line,1025,1025,5197,5168
src/content/blog/OEL-131/tornare-ad-assisi-passando-da-roma.md,yes,monoblock_long_line,2472,2444,3149,3121
src/content/blog/OEL-131/un-turbinio-di-eventi.md,yes,monoblock_long_line,738,738,6545,6516
src/content/blog/OEL-131/viaggiare-alla-pari.md,yes,monoblock_long_line,1959,1931,2245,2217
src/content/blog/OEL-131/viola-e-la-nonna.md,yes,monoblock_long_line,1172,1172,6078,6049
src/content/blog/OEL-132/alla-fine-qualcosa-ci-inventeremo.md,yes,monoblock_long_line,1138,1136,4271,4271
src/content/blog/OEL-132/amici-di-simone.md,yes,monoblock_long_line,772,772,3934,3905
src/content/blog/OEL-132/bacheca-facebook.md,no,monoblock_long_line,914,914,3870,3870
src/content/blog/OEL-132/chi-aiuta-la-famiglia-gli-specialisti.md,yes,monoblock_long_line,939,939,11693,11660
src/content/blog/OEL-132/con-gli-occhi-di-un-bambino.md,yes,,397,397,1371,1343
src/content/blog/OEL-132/cose-che-sapevi.md,yes,monoblock_long_line,2223,2223,2372,2344
src/content/blog/OEL-132/ehi-campione-come-va-da-lassu.md,no,monoblock_long_line,1506,1506,2779,2779
src/content/blog/OEL-132/figli-delle-stelle.md,yes,monoblock_long_line,1718,1718,1866,1838
src/content/blog/OEL-132/fuori-dellacquario.md,yes,monoblock_long_line,1960,1960,15432,15404
src/content/blog/OEL-132/la-lezione-del-femminismo.md,yes,monoblock_long_line,1516,1516,4287,4261
src/content/blog/OEL-132/la-relazione-e-la-famiglia.md,yes,,374,374,3496,3467
src/content/blog/OEL-132/la-vocazione-di-un-papa.md,no,monoblock_long_line,1224,1224,6344,6344
src/content/blog/OEL-132/nessuno-resti-solo.md,yes,monoblock_long_line,898,898,3228,3199
src/content/blog/OEL-132/siamo-tutti-un-po-supereroi.md,no,monoblock_long_line,1639,1639,5421,5421
src/content/blog/OEL-132/te-lo-ricordi-frate.md,yes,monoblock_long_line,1204,1204,2917,2889
src/content/blog/OEL-132/un-altro-anno.md,yes,monoblock_long_line,1802,1802,3062,3033
src/content/blog/OEL-132/un-solo-nome.md,yes,,263,263,3896,3867
src/content/blog/OEL-132/una-piccola-barca.md,yes,monoblock_long_line,568,568,1625,1596
src/content/blog/OEL-132/una-semplicita-bella-e-ricca.md,no,monoblock_long_line,627,627,2014,2014
src/content/blog/OEL-132/viola-il-capitano-e-piccolo-mio.md,yes,monoblock_long_line,535,535,2519,2491
src/content/blog/OEL-133/cercare-la-bellezza-la-dove-e-nascosta.md,no,monoblock_long_line,1132,1132,4999,4999
src/content/blog/OEL-133/chiamati-tutti-al-traguardo.md,no,monoblock_long_line,959,959,4292,4292
src/content/blog/OEL-133/dialogo-aperto-n133.md,yes,monoblock_long_line,2338,2338,4529,4528
src/content/blog/OEL-133/il-bambino-che-parlava-con-la-luce-recensione.md,no,monoblock_long_line,1271,1271,1300,1300
src/content/blog/OEL-133/il-roveto-di-santilario.md,no,monoblock_long_line,938,938,7645,7645
src/content/blog/OEL-133/il-senso-di-una-vita-e-di-una-scelta.md,no,monoblock_long_line,2152,2152,2175,2175
src/content/blog/OEL-133/la-disabilita-un-confine-da-superare.md,no,monoblock_long_line,895,895,5965,5965
src/content/blog/OEL-133/non-possiamo-restare-dei-peter-pan-a-vita.md,no,monoblock_long_line,2260,2260,2722,2722
src/content/blog/OEL-133/osservazioni-di-una-mamma-qualunque-recensione.md,no,monoblock_long_line,731,731,761,761
src/content/blog/OEL-133/porta-sfortuna.md,yes,monoblock_long_line,1392,1086,1511,1511
src/content/blog/OEL-133/qualche-raggio-di-sole-in-siria.md,no,monoblock_long_line,6758,6758,7332,7332
src/content/blog/OEL-133/riscoprire-cio-che-unisce-i-cuori-di-tutti.md,no,monoblock_long_line,1324,1324,5812,5812
src/content/blog/OEL-133/riuniti-in-preghiera.md,no,monoblock_long_line,6388,6388,6413,6413
src/content/blog/OEL-133/spiritualmente-le-piccole-suore-non-sono-handicappate.md,no,monoblock_long_line,1415,1415,6196,6196
src/content/blog/OEL-133/un-ponte-in-un-guscio-di-noce.md,no,monoblock_long_line,4029,4029,4060,4060
src/content/blog/OEL-133/viola-e-il-bullismo.md,no,monoblock_long_line,3203,3203,3232,3232
src/content/blog/OEL-133/zia-lo-sai-che-sei-un-po-strana-recensione.md,no,monoblock_long_line,1239,1239,1267,1267
src/content/blog/OEL-134/dalle-provincie-n134.md,yes,monoblock_long_line,1478,1478,4583,4579
src/content/blog/OEL-134/dialogo-aperto-n134.md,no,monoblock_long_line,1729,1729,1757,1757
src/content/blog/OEL-134/gioia-e-le-altre-recensione.md,no,monoblock_long_line,716,716,1264,1264
src/content/blog/OEL-134/giubileo-2016-la-vera-gioia.md,no,monoblock_long_line,5563,5563,5814,5814
src/content/blog/OEL-134/giubileo-2016-per-cominciare-una-nuova-storia-di-amore.md,no,monoblock_long_line,2909,2909,2942,2942
src/content/blog/OEL-134/il-chicco-recensione.md,no,monoblock_long_line,721,721,751,751
src/content/blog/OEL-134/il-chicco-vivere-il-vangelo-in-azione.md,no,monoblock_long_line,2748,2748,8718,8718
src/content/blog/OEL-134/il-vangelo-mimato-per-costruire-ponti.md,no,monoblock_long_line,6048,6048,6075,6075
src/content/blog/OEL-134/la-passione-della-pazienza.md,no,monoblock_long_line,2084,2084,3156,3156
src/content/blog/OEL-134/la-sfida-di-chi-ama-di-piu.md,no,monoblock_long_line,1306,1306,4016,4016
src/content/blog/OEL-134/mio-fratello-rincorre-i-dinosauri.md,no,monoblock_long_line,1825,1825,1859,1859
src/content/blog/OEL-134/oltre-il-limite.md,no,monoblock_long_line,3918,3918,3942,3942
src/content/blog/OEL-134/papa-francesco-al-chicco-qui-mi-avete-toccato-il-cuore.md,no,monoblock_long_line,2045,2045,2076,2076
src/content/blog/OEL-134/piero-e-il-bruco-farfalla-recensione.md,no,monoblock_long_line,617,617,1427,1427
src/content/blog/OEL-134/tutti-a-bordo.md,no,monoblock_long_line,1561,1561,1635,1635
src/content/blog/OEL-134/un-fiume-di-pace-un-mare-di-giubilei.md,no,monoblock_long_line,1766,1766,4316,4316
src/content/blog/OEL-134/un-laboratorio-creativo-a-pantigliate.md,no,monoblock_long_line,1768,1768,3218,3218
src/content/blog/OEL-135/accogliere-la-sorpresa.md,no,monoblock_long_line,1980,1980,2024,2024
src/content/blog/OEL-135/alla-ricerca-di-dory-recensione.md,no,monoblock_long_line,1746,1746,1771,1771
src/content/blog/OEL-135/chi-scalda-il-cuore.md,no,monoblock_long_line,3551,3551,3628,3628
